mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_regressor__subsample,param_regressor__n_estimators,param_regressor__min_samples_split,param_regressor__min_samples_leaf,param_regressor__max_features,param_regressor__max_depth,param_regressor__learning_rate,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,mean_val_mse
4.8985691865285235,0.013822809070280453,0.013892650604248047,1.4932440670723018e-05,0.8,200,20,2,,4,0.03,"{'regressor__subsample': 0.8, 'regressor__n_estimators': 200, 'regressor__min_samples_split': 20, 'regressor__min_samples_leaf': 2, 'regressor__max_features': None, 'regressor__max_depth': 4, 'regressor__learning_rate': 0.03}",-13563819769.882713,-15300735514.615883,-14667511420.181376,-14510688901.55999,717711201.3596004,22,14510688901.55999
4.166946570078532,0.0747080916141813,0.0617531935373942,0.0005688396608006099,0.8,1000,20,1,log2,5,0.03,"{'regressor__subsample': 0.8, 'regressor__n_estimators': 1000, 'regressor__min_samples_split': 20, 'regressor__min_samples_leaf': 1, 'regressor__max_features': 'log2', 'regressor__max_depth': 5, 'regressor__learning_rate': 0.03}",-9030041675.499786,-9666954004.299831,-10068786718.574413,-9588594132.791344,427670448.0673151,5,9588594132.791344
13.958285967508951,0.17836177114252702,0.02373814582824707,0.0001138664436540107,1.0,800,20,2,,2,0.1,"{'regressor__subsample': 1.0, 'regressor__n_estimators': 800, 'regressor__min_samples_split': 20, 'regressor__min_samples_leaf': 2, 'regressor__max_features': None, 'regressor__max_depth': 2, 'regressor__learning_rate': 0.1}",-10305877282.29637,-10698760973.29942,-11439338760.44814,-10814659005.347975,469934744.39759177,15,10814659005.347975
2.7471683820088706,0.03433978778514737,0.038589080174764,0.0014974317180106622,1.0,600,5,2,log2,5,0.08,"{'regressor__subsample': 1.0, 'regressor__n_estimators': 600, 'regressor__min_samples_split': 5, 'regressor__min_samples_leaf': 2, 'regressor__max_features': 'log2', 'regressor__max_depth': 5, 'regressor__learning_rate': 0.08}",-8997575731.429354,-9736438060.854946,-10105437379.655367,-9613150390.646555,460607747.16423976,6,9613150390.646555
4.810310284296672,0.027193320504247262,0.050020694732666016,0.0037534679500977686,1.0,800,2,2,sqrt,5,0.08,"{'regressor__subsample': 1.0, 'regressor__n_estimators': 800, 'regressor__min_samples_split': 2, 'regressor__min_samples_leaf': 2, 'regressor__max_features': 'sqrt', 'regressor__max_depth': 5, 'regressor__learning_rate': 0.08}",-8776015915.437078,-9356592206.421562,-9772956262.06805,-9301854794.642231,408835461.5012382,2,9301854794.642231
4.320344607035319,0.05573565246235228,0.06093891461690267,0.0005935449986565215,0.6,1000,10,4,sqrt,5,0.05,"{'regressor__subsample': 0.6, 'regressor__n_estimators': 1000, 'regressor__min_samples_split': 10, 'regressor__min_samples_leaf': 4, 'regressor__max_features': 'sqrt', 'regressor__max_depth': 5, 'regressor__learning_rate': 0.05}",-8876131646.297785,-9397999857.245094,-9625953163.490053,-9300028222.344309,313854433.1851717,1,9300028222.344309
2.065689961115519,0.05750683045387972,0.04058972994486491,0.014524569188431542,1.0,400,2,1,sqrt,4,0.01,"{'regressor__subsample': 1.0, 'regressor__n_estimators': 400, 'regressor__min_samples_split': 2, 'regressor__min_samples_leaf': 1, 'regressor__max_features': 'sqrt', 'regressor__max_depth': 4, 'regressor__learning_rate': 0.01}",-19031807621.952835,-22929344080.199852,-19926790815.50498,-20629314172.552555,1666903698.7259188,26,20629314172.552555
7.5730189482371015,0.05241646599431815,0.022725741068522137,0.0009627219477985706,0.8,400,20,1,,3,0.01,"{'regressor__subsample': 0.8, 'regressor__n_estimators': 400, 'regressor__min_samples_split': 20, 'regressor__min_samples_leaf': 1, 'regressor__max_features': None, 'regressor__max_depth': 3, 'regressor__learning_rate': 0.01}",-22175084508.458614,-25798864737.562794,-23275540992.72151,-23749830079.580975,1516939548.487254,28,23749830079.580975
2.3320534229278564,0.057552088638425834,0.033689657847086586,0.00329968764669513,1.0,600,5,1,log2,4,0.08,"{'regressor__subsample': 1.0, 'regressor__n_estimators': 600, 'regressor__min_samples_split': 5, 'regressor__min_samples_leaf': 1, 'regressor__max_features': 'log2', 'regressor__max_depth': 4, 'regressor__learning_rate': 0.08}",-9543873892.935009,-10144974846.119722,-10556304853.905548,-10081717864.320093,415736452.5695987,13,10081717864.320093
8.961474498112997,0.19370448896786419,0.026286919911702473,0.0023048510016815335,0.6,400,2,4,,5,0.1,"{'regressor__subsample': 0.6, 'regressor__n_estimators': 400, 'regressor__min_samples_split': 2, 'regressor__min_samples_leaf': 4, 'regressor__max_features': None, 'regressor__max_depth': 5, 'regressor__learning_rate': 0.1}",-9009887901.473772,-9452386274.278217,-9931533950.069872,-9464602708.607286,376359571.57483363,3,9464602708.607286
1.5429714520772297,0.06108747182468003,0.0213166077931722,0.0036131993166667454,0.8,400,20,8,sqrt,3,0.05,"{'regressor__subsample': 0.8, 'regressor__n_estimators': 400, 'regressor__min_samples_split': 20, 'regressor__min_samples_leaf': 8, 'regressor__max_features': 'sqrt', 'regressor__max_depth': 3, 'regressor__learning_rate': 0.05}",-11432486195.793896,-12516123741.078514,-12283698236.114586,-12077436057.662333,465815161.54122794,18,12077436057.662333
1.7186876932779949,0.053086467519161504,0.034670114517211914,0.003569510078673918,0.6,400,10,1,sqrt,5,0.01,"{'regressor__subsample': 0.6, 'regressor__n_estimators': 400, 'regressor__min_samples_split': 10, 'regressor__min_samples_leaf': 1, 'regressor__max_features': 'sqrt', 'regressor__max_depth': 5, 'regressor__learning_rate': 0.01}",-15029749155.811188,-17583562595.84302,-16372840495.540676,-16328717415.731628,1043056695.8865607,25,16328717415.731628
1.0309126377105713,0.01670285754321243,0.015900214513142902,0.00037412842840153315,0.8,200,10,1,sqrt,5,0.03,"{'regressor__subsample': 0.8, 'regressor__n_estimators': 200, 'regressor__min_samples_split': 10, 'regressor__min_samples_leaf': 1, 'regressor__max_features': 'sqrt', 'regressor__max_depth': 5, 'regressor__learning_rate': 0.03}",-12149473773.08408,-13810200637.8461,-13476588566.433487,-13145420992.454554,717289993.1347574,21,13145420992.454554
20.343075354894,0.10727602174419654,0.037797133127848305,0.0006673877987909288,1.0,800,2,1,,5,0.03,"{'regressor__subsample': 1.0, 'regressor__n_estimators': 800, 'regressor__min_samples_split': 2, 'regressor__min_samples_leaf': 1, 'regressor__max_features': None, 'regressor__max_depth': 5, 'regressor__learning_rate': 0.03}",-9305431695.68573,-9959471555.832325,-10464859448.078598,-9909920899.865551,474629419.57190675,10,9909920899.865551
0.5195525487263998,0.009480059534108647,0.008717060089111328,0.0002634448701944659,0.6,200,2,8,log2,2,0.05,"{'regressor__subsample': 0.6, 'regressor__n_estimators': 200, 'regressor__min_samples_split': 2, 'regressor__min_samples_leaf': 8, 'regressor__max_features': 'log2', 'regressor__max_depth': 2, 'regressor__learning_rate': 0.05}",-21540737695.932888,-24779620086.878708,-22092564251.32673,-22804307344.712776,1414808222.3000593,27,22804307344.712776
3.9885286490122476,0.022122937699464183,0.04436723391215006,0.004555109736019503,1.0,1000,10,8,sqrt,3,0.01,"{'regressor__subsample': 1.0, 'regressor__n_estimators': 1000, 'regressor__min_samples_split': 10, 'regressor__min_samples_leaf': 8, 'regressor__max_features': 'sqrt', 'regressor__max_depth': 3, 'regressor__learning_rate': 0.01}",-14121364651.526255,-15902009417.340038,-15126386822.19475,-15049920297.020348,728953264.4411857,23,15049920297.020348
14.270909945170084,0.11608446327390122,0.033592542012532554,0.0003096299127171531,0.8,800,20,8,,4,0.03,"{'regressor__subsample': 0.8, 'regressor__n_estimators': 800, 'regressor__min_samples_split': 20, 'regressor__min_samples_leaf': 8, 'regressor__max_features': None, 'regressor__max_depth': 4, 'regressor__learning_rate': 0.03}",-9437518435.988903,-10208657347.165585,-10462214887.03767,-10036130223.397387,435755979.5151258,11,10036130223.397387
2.062889655431112,0.0156505729985809,0.026304006576538086,0.0009936284907441733,0.8,800,5,1,log2,2,0.03,"{'regressor__subsample': 0.8, 'regressor__n_estimators': 800, 'regressor__min_samples_split': 5, 'regressor__min_samples_leaf': 1, 'regressor__max_features': 'log2', 'regressor__max_depth': 2, 'regressor__learning_rate': 0.03}",-14104735822.70878,-15801638097.337828,-15281998399.708551,-15062790773.251719,709886526.1589053,24,15062790773.251719
8.69061803817749,0.1194301392417928,0.025553544362386067,0.0008905336675029094,0.6,800,2,2,,3,0.1,"{'regressor__subsample': 0.6, 'regressor__n_estimators': 800, 'regressor__min_samples_split': 2, 'regressor__min_samples_leaf': 2, 'regressor__max_features': None, 'regressor__max_depth': 3, 'regressor__learning_rate': 0.1}",-9429956671.9857,-10020507717.906134,-10227468081.566885,-9892644157.152906,337903269.9155313,9,9892644157.152906
